x,y,z,x_o,y_o,z_o,w_o
0.134626927507,-0.530977499048,0.742029231048,-0.119405783297,0.0686846058366,-0.517367554963,0.844603751417
0.239709307084,-0.449354354961,0.693404508795,-0.161390952526,-0.0581685024687,-0.35759808871,0.917983111345
0.47127638733,-0.406872336972,0.761004134189,-0.13805859701,-0.0973767140945,-0.277310471139,0.945809971369
0.423564966251,-0.492822128397,0.761657247894,-0.107027330698,-0.142223802427,-0.410908782125,0.894131709134
0.435765664761,-0.626038117356,0.647100566146,-0.0447242851937,0.0387290009167,-0.445068434715,0.89354008932
0.501877040091,-0.378402530571,0.717597117007,-0.438248228547,0.0601519133164,-0.183835295671,0.877795432641
0.655557055929,-0.371002510706,0.704440539313,-0.628106009471,0.0908911339488,-0.206858352293,0.744601413323
0.630946978455,-0.403832549389,0.549314606551,-0.736411042274,0.233471999869,-0.0307064840883,0.63422922822
0.831034015882,-0.526846948377,0.595677384435,-0.418856616932,0.299833540101,-0.111189332551,0.849879941527
0.91887140149,-0.550477145186,0.614466590277,-0.00995728259616,0.214552145631,-0.171005113366,0.961574479971
1.01990084079,-0.381360954289,0.620917541885,-0.168968052039,0.332076705566,-0.317674657655,0.871927560577
0.942837465622,-0.454492682543,0.833890422231,-0.0776112848628,0.288105475162,-0.338378928607,0.892452477345
0.705522454923,-0.745948380736,0.750271226499,0.000298110446346,0.0788155311803,-0.366497129137,0.927074903937
0.733216894774,-0.816884290484,0.743656619875,0.29066570971,0.0917021628816,-0.255407884519,0.917535269648
0.689905530583,-0.813463605076,0.737030615757,-0.0931343650233,0.0951414531097,-0.699807943626,0.70181403234
0.575919601595,-0.770808417565,0.662544800376,0.392661114563,-0.0397013751876,-0.156751984542,0.905356209047
0.517672297225,-0.675701956198,0.579547585878,-0.672695153789,0.141967686537,-0.288208519814,0.666530010693
0.542919613388,-0.80394425215,0.568709525621,-0.850015102933,0.327057942042,-0.304725977446,0.278656609473
0.43620047878,-0.685831966301,0.634829312178,-0.899461112048,0.374409406029,-0.174327051862,0.142819408974
0.127266584642,-0.882585561222,0.697921826101,-0.578967966751,0.479074457718,-0.471512983499,0.461475095569
0.0868220852316,-1.02002610861,0.533479532378,-0.423259485409,0.503457362426,-0.494667550461,0.568054668806
0.422561980214,-1.03615094571,0.558952060115,0.00683703791666,0.197195397285,-0.55009386812,0.811457926487
0.403147124902,-1.02231962601,0.465450578491,-0.0589673174856,0.226866779057,-0.804316883636,0.546011603106
0.478774383411,-0.911930800893,0.514386388859,0.153445689204,0.192450726966,-0.0756118914122,0.966281522142
0.492214762041,-0.818026170223,0.201640504967,-0.0283906573986,0.367415605997,-0.425914652526,0.826314983409
0.461525115982,-0.79974256916,0.206834693582,-0.103432437275,0.38878060976,-0.673356992046,0.620275527211
0.601801285309,-0.679890476819,0.101256324737,0.161139462265,0.48181301682,-0.0607376846515,0.859186373372
0.47047718959,-0.784639677165,0.198257711732,0.265562112317,0.331486809339,0.0362714139759,0.904587002042
0.409804486794,-0.629680467957,0.444114750541,0.0383349613551,0.22290873128,-0.441811879045,0.868126944514
0.379774367204,-0.631589427505,0.666593265597,0.214792637047,-0.17927058221,-0.450306292783,0.84790944334
0.443304665545,-0.57766989189,0.729610986153,0.0244946578972,-0.0289340405509,-0.46882400723,0.882477695626
0.475531035496,-0.616408979717,0.714711559619,0.0431439431623,0.0107653809014,-0.48171898583,0.875196849533
0.31204689487,-0.634936339571,0.619481713902,0.032610779241,-0.163429631319,-0.35106022796,0.921403282515
